text@ek1993m	@ek1993m	75.53	77.21	вспомнил эээм... //
text@ek1993m	@ek1993m	80.46	85.69	вспомнил как Даша мне э рассказывала про книгу / эээм...
text@ek1993m	@ek1993m	87.12	90.85	и как же удивительно что она рассказала мне про книгу и я ее прочитал
text@ek1993m	@ek1993m	91.64	95.81	вот // то есть я просто вот знаешь / ну это были какие-то размышления просто по пути домой
text@ek1993m	@ek1993m	96.89	101.78	ну вс... / вот как я... я не понимаю почему я об этом вспомнил / ну это вот все как бы... с этого все и началось
text@ek1993m	@ek1993m	102.99	109.08	иии... я думаю блин надо... чаще читать / и вообще спросить у Дашки че еще почитать можно
text@ek1993m	@ek1993m	110.31	112.24	это был Юкио Мисимо / эээ...
text@ek1993m	@ek1993m	114.38	121.12	золотой храм... золотой храм по-моему она называется / или золотой замок / что-то такое / что-то золотой и какое-то... красивое здание
text@ek1993m	@ek1993m	121.95	124.12	храм или замок но по-моему храм //
text@ek1993m	@ek1993m	124.6	127.76	нет / это не фантастика / это... эээм...
text@ek1993m	@ek1993m	129.77	131.47	азиатская проза // такая...
text@ek1993m	@ek1993m	131.835	132.025	э
text@ek1993m	@ek1993m	133.77	136.82	да / очень специфическое произведение / рекомендую / классное //
text@ek1993m	@ek1993m	137.13	138.59	вот // и... / эээ...
text@ek1993m	@ek1993m	138.65	142.08	я подумал / блин надо еще взять советов у Дашки / а потом че-то вот знаешь как-то это все
text@ek1993m	@ek1993m	142.35	147.31	у меня сидела также в голове еще мысль / о том что я хочу делать что-то свое
text@ek1993m	@ek1993m	147.745	148.245	эээ...
text@ek1993m	@ek1993m	148.38	150.29	и просто эти мысли две встретились //
text@ek1993m	@ek1993m	150.77	155.23	типо надо спросить че-то у Дашки / иии... / хочется сделать какой-то прикольный проект //
text@ek1993m	@ek1993m	155.25	158.86	у меня началось вот / бурление / короче / в голове // эээм...
text@ek1993m	@ek1993m	158.99	163.17	пришла в голову идея / что бы мне поделать только бы не почитать / ну именно название //
text@ek1993m	@ek1993m	163.205	167.56	э мне очень нравится... мне очень нравится как оно звучит / оно ужасно громоздкое //
text@ek1993m	@ek1993m	168.85	171.83	когда я / я не помню кому-то я рассказал мне сказали блять что это за хуйня
text@ek1993m	@ek1993m	172.225	175.145	как можно... как можно вообще что-то назвать так //
text@ek1993m	@ek1993m	175.47	179.81	я говорю / так ты посмотри а какая аббревиатура шикарная / Ч... ЧБМПТБНП
text@ek1993m	@ek1993m	181.17	181.74	понимаешь?
text@ek1993m	@ek1993m	183.91	187.87	да // понимаешь? и... я подумал оно... это название оно такое ритмичное 
text@ek1993m	@ek1993m	188.06	190.73	оно такое знаешь / это вызов самый настоящий
text@ek1993m	@ek1993m	190.79	191.91	#смеется#
text@ek1993m	@ek1993m	191.965	195.565	зрителю // попробуй вот запомни ее //
text@ek1993m	@ek1993m	195.89	199.35	и... короче да // иии... я подумал что это классное название
text@ek1993m	@ek1993m	199.78	207.05	это название кстати из... / цитат... цит... цитата ребенка из фильма в моей смерти прошу винить Клаву К
text@ek1993m	@ek1993m	207.32	211.54	там ребенок так и говорила типо / что бы мне поделать только бы не почитать //
text@ek1993m	@ek1993m	211.565	213.245	вот // и... короче /
text@ek1993m	@ek1993m	213.567	218.207	эээм... // пришла в голову эта идея и формат он изначально иначе выглядел
text@ek1993m	@ek1993m	218.26	223.23	эм / я представлял что Даша меня заинтересовывает чтением а я в свою очередь Дашу заинтересовываю какой-то хуйней //
text@ek1993m	@ek1993m	223.54	228.11	но как бы / не хуйней а чем-то таким типо / чем прикольным можно заняться // там эммм...
text@ek1993m	@ek1993m	228.31	228.77	не знаю //
text@ek1993m	@ek1993m	229.47	234.44	показать ей какой-нибудь / ебанутый японский файтинг / поиграть с ней // там не знаю
text@ek1993m	@ek1993m	234.63	236.34	эээ... научиться петь йодль //
text@ek1993m	@ek1993m	236.71	239.0	эээ #смеется#
text@ek1993m	@ek1993m	239.02	239.95	ну короче / да //
text@ek1993m	@ek1993m	240.51	248.72	и то есть контент бы делился вот так вот знаешь? то есть либо там попалам / типо 50 на 50 / либо как-то перемешивался / ну вот как-то вот так как-то это в моей голове было //
text@ek1993m	@ek1993m	249.09	255.2	а и в такой... в таком виде эта идея давольно долго просуществовала / и я сидел и понимал что вот / блять бесит меня это
text@ek1993m	@ek1993m	255.31	258.77	не хватает стройности // и... я переживал что //
text@ek1993m	@ek1993m	260.28	267.57	и действительно я начал думать что блин / я уверен / в контенте / я уверен в том что Даша будет прикольно реально заинтересовывать чтением //
text@ek1993m	@ek1993m	267.84	268.73	и меня и зрителей
text@ek1993m	@ek1993m	269.43	273.16	ааа... / история про... / развлекательную часть /
text@ek1993m	@ek1993m	273.34	283.56	она как будто бы идет от / моей неуверенности в том что это будет недостаточно интересно недостаточно будет сильно удерживать зрителя / и поэтому я пытаюсь подстраховаться ввв...
text@ek1993m	@ek1993m	283.76	286.06	и ввожу вот эту вот побочную историю //
text@ek1993m	@ek1993m	286.1	289.32	на тот момент я понял что она какая-то немножко инородная что / мне...
text@ek1993m	@ek1993m	289.55	294.16	я не вижу как выглядит этот проект из-за того что мне мешает вот этот вот / вот эта часть
text@ek1993m	@ek1993m	294.17	299.07	я просто... / принял решение от нее отказаться / и мы... вот так появился проект в том виде в котором он сейчас существует
text@ek1993m	@ek1993m	302.155	302.645	нет
text@ek1993m	@ek1993m	304.36	305.04	даже не сняли / да
text@ek1993m	@ek1993m	312.7	313.07	мгм
words@via1992m	@via1992m	0.99	1.39	как
words@via1992m	@via1992m	1.39	1.79	тебе
words@via1992m	@via1992m	1.79	2.19	пришла
words@via1992m	@via1992m	2.19	2.59	идея
words@via1992m	@via1992m	2.59	2.99	делать
words@via1992m	@via1992m	2.99	3.39	эээ
words@via1992m	@via1992m	3.39	3.79	канал
words@via1992m	@via1992m	3.79	4.19	/
words@via1992m	@via1992m	4.19	4.59	про
words@via1992m	@via1992m	4.59	4.99	книги
words@via1992m	@via1992m	4.99	5.4	?
words@via1992m	@via1992m	7.07	8.23	Женя...
words@via1992m	@via1992m	8.71	9.103	это...
words@via1992m	@via1992m	9.103	9.496	закрытие
words@via1992m	@via1992m	9.496	9.889	твоих
words@via1992m	@via1992m	9.889	10.282	школьных
words@via1992m	@via1992m	10.282	10.675	пробелов
words@via1992m	@via1992m	10.675	11.068	?
words@via1992m	@via1992m	11.068	11.461	ты
words@via1992m	@via1992m	11.461	11.854	таким
words@via1992m	@via1992m	11.854	12.247	образом
words@via1992m	@via1992m	12.247	12.64	себя
words@via1992m	@via1992m	12.64	13.033	мотивируешь
words@via1992m	@via1992m	13.033	13.426	читать
words@via1992m	@via1992m	13.426	13.819	?
words@via1992m	@via1992m	13.819	14.212	что...
words@via1992m	@via1992m	14.212	14.605	/
words@via1992m	@via1992m	14.605	14.998	вспомни
words@via1992m	@via1992m	14.998	15.391	день
words@via1992m	@via1992m	15.391	15.784	когда
words@via1992m	@via1992m	15.784	16.177	ты
words@via1992m	@via1992m	16.177	16.57	такой
words@via1992m	@via1992m	16.57	16.98	ооо
words@via1992m	@via1992m	18.11	18.321	ну
words@via1992m	@via1992m	18.321	18.532	это
words@via1992m	@via1992m	18.532	18.743	пр...
words@via1992m	@via1992m	18.743	18.954	понятно
words@via1992m	@via1992m	18.954	19.165	что
words@via1992m	@via1992m	19.165	19.376	у
words@via1992m	@via1992m	19.376	19.587	тебя
words@via1992m	@via1992m	19.587	19.798	всегда
words@via1992m	@via1992m	19.798	20.009	есть
words@via1992m	@via1992m	20.009	20.22	подруга
words@via1992m	@via1992m	20.22	20.431	рядом
words@via1992m	@via1992m	20.431	20.642	которая
words@via1992m	@via1992m	20.642	20.853	круто
words@via1992m	@via1992m	20.853	21.064	читает
words@via1992m	@via1992m	21.064	21.28	и...
words@via1992m	@via1992m	23.735	23.98	много
words@via1992m	@via1992m	23.98	24.225	знает
words@via1992m	@via1992m	45.89	46.162	ну
words@via1992m	@via1992m	46.162	46.434	вот
words@via1992m	@via1992m	46.434	46.706	год
words@via1992m	@via1992m	46.706	46.978	назад
words@via1992m	@via1992m	46.978	47.25	ты
words@via1992m	@via1992m	47.25	47.522	как
words@via1992m	@via1992m	47.522	47.794	раз
words@via1992m	@via1992m	47.794	48.066	говорил...
words@via1992m	@via1992m	48.066	48.338	/
words@via1992m	@via1992m	48.338	48.61	что
words@via1992m	@via1992m	48.61	48.882	ты
words@via1992m	@via1992m	48.882	49.154	очень
words@via1992m	@via1992m	49.154	49.426	безынициативный
words@via1992m	@via1992m	49.426	49.698	человек
words@via1992m	@via1992m	49.698	49.97	/
words@via1992m	@via1992m	49.97	50.242	/
words@via1992m	@via1992m	50.242	50.514	изменилось
words@via1992m	@via1992m	50.514	50.786	что-то
words@via1992m	@via1992m	50.786	51.058	с
words@via1992m	@via1992m	51.058	51.33	того
words@via1992m	@via1992m	51.33	51.602	времени
words@via1992m	@via1992m	51.602	51.874	вот
words@via1992m	@via1992m	51.874	52.146	сейчас
words@via1992m	@via1992m	52.146	52.43	?
words@via1992m	@via1992m	58.555	58.756	да
words@via1992m	@via1992m	58.756	58.957	но
words@via1992m	@via1992m	58.957	59.158	как-то
words@via1992m	@via1992m	59.158	59.359	канал
words@via1992m	@via1992m	59.359	59.56	ведь
words@via1992m	@via1992m	59.56	59.761	ты
words@via1992m	@via1992m	59.761	59.962	сделал
words@via1992m	@via1992m	59.962	60.163	и
words@via1992m	@via1992m	60.163	60.364	что-то
words@via1992m	@via1992m	60.364	60.565	пошло
words@via1992m	@via1992m	109.19	109.305	а
words@via1992m	@via1992m	109.305	109.42	что
words@via1992m	@via1992m	109.42	109.535	это
words@via1992m	@via1992m	109.535	109.65	была
words@via1992m	@via1992m	109.65	109.765	за
words@via1992m	@via1992m	109.765	109.88	книга
words@via1992m	@via1992m	109.88	110.0	?
words@via1992m	@via1992m	123.0	123.565	фантастика
words@via1992m	@via1992m	123.565	124.13	или...
words@via1992m	@via1992m	131.555	131.785	с
words@via1992m	@via1992m	131.785	132.015	фило...
words@via1992m	@via1992m	132.015	132.245	с
words@via1992m	@via1992m	132.245	132.475	философией
words@via1992m	@via1992m	132.475	132.705	явно
words@via1992m	@via1992m	132.705	132.935	/
words@via1992m	@via1992m	132.935	133.165	/
words@via1992m	@via1992m	167.547	168.697	#смеется#
words@via1992m	@via1992m	180.405	180.575	прекрасно
words@via1992m	@via1992m	180.575	180.745	/
words@via1992m	@via1992m	180.745	180.915	/
words@via1992m	@via1992m	181.16	181.388	я
words@via1992m	@via1992m	181.388	181.616	как
words@via1992m	@via1992m	181.616	181.844	раз
words@via1992m	@via1992m	181.844	182.072	пытался
words@via1992m	@via1992m	182.072	182.3	это
words@via1992m	@via1992m	182.3	182.528	щас
words@via1992m	@via1992m	182.528	182.756	сформулировать
words@via1992m	@via1992m	182.756	182.984	/
words@via1992m	@via1992m	182.984	183.212	не
words@via1992m	@via1992m	183.212	183.44	получилось
words@via1992m	@via1992m	183.44	183.668	так
words@via1992m	@via1992m	183.668	183.9	быстро
words@via1992m	@via1992m	238.03	238.54	#смеется#
words@via1992m	@via1992m	299.09	299.343	ну
words@via1992m	@via1992m	299.343	299.596	то
words@via1992m	@via1992m	299.596	299.849	есть
words@via1992m	@via1992m	299.849	300.102	вы
words@via1992m	@via1992m	300.102	300.355	сняли
words@via1992m	@via1992m	300.355	300.608	пилот
words@via1992m	@via1992m	300.608	300.861	эээ
words@via1992m	@via1992m	300.861	301.114	с
words@via1992m	@via1992m	301.114	301.367	той
words@via1992m	@via1992m	301.367	301.62	мыслью
words@via1992m	@via1992m	301.62	301.873	которая
words@via1992m	@via1992m	301.873	302.126	была
words@via1992m	@via1992m	302.126	302.379	изначально
words@via1992m	@via1992m	302.379	302.64	?
words@via1992m	@via1992m	302.675	303.015	ааа
words@via1992m	@via1992m	303.015	303.355	вы
words@via1992m	@via1992m	303.355	303.695	даже
words@via1992m	@via1992m	303.695	304.035	и
words@via1992m	@via1992m	304.035	304.375	не
words@via1992m	@via1992m	304.375	304.715	снимали
words@via1992m	@via1992m	304.715	305.055	пилот
words@via1992m	@via1992m	305.14	305.467	думаю
words@via1992m	@via1992m	305.467	305.794	это
words@via1992m	@via1992m	305.794	306.121	работает
words@via1992m	@via1992m	306.121	306.448	потому
words@via1992m	@via1992m	306.448	306.775	что
words@via1992m	@via1992m	306.775	307.102	ты...
words@via1992m	@via1992m	307.102	307.429	/
words@via1992m	@via1992m	307.429	307.756	в
words@via1992m	@via1992m	307.756	308.083	общем-то
words@via1992m	@via1992m	308.083	308.41	на
words@via1992m	@via1992m	308.41	308.737	волне
words@via1992m	@via1992m	308.737	309.064	зрителя
words@via1992m	@via1992m	309.064	309.391	/
words@via1992m	@via1992m	309.391	309.718	потому
words@via1992m	@via1992m	309.718	310.045	что
words@via1992m	@via1992m	310.045	310.372	ты
words@via1992m	@via1992m	310.372	310.699	не
words@via1992m	@via1992m	310.699	311.026	боишься
words@via1992m	@via1992m	311.026	311.353	своих
words@via1992m	@via1992m	311.353	311.68	незнаний
words@via1992m	@via1992m	311.68	312.007	/
words@via1992m	@via1992m	312.007	312.35	/
words@via1992m	@via1992m	312.96	313.094	и
words@via1992m	@via1992m	313.094	313.228	это
words@via1992m	@via1992m	313.228	313.362	круто
words@via1992m	@via1992m	313.362	313.496	/
words@via1992m	@via1992m	313.496	313.63	/
words@via1992m	@via1992m	314.04	314.503	поэтому
words@via1992m	@via1992m	314.503	314.966	иии
words@via1992m	@via1992m	314.966	315.429	сработало
words@via1992m	@via1992m	315.429	315.892	/
words@via1992m	@via1992m	315.892	316.355	она
words@via1992m	@via1992m	316.355	316.82	знает...
words@via1992m	@via1992m	318.02	318.346	и
words@via1992m	@via1992m	318.346	318.672	она
words@via1992m	@via1992m	318.672	318.998	не
words@via1992m	@via1992m	318.998	319.324	ментор
words@via1992m	@via1992m	319.324	319.65	-
words@via1992m	@via1992m	319.65	319.976	нравоучитель
words@via1992m	@via1992m	319.976	320.302	/
words@via1992m	@via1992m	320.302	320.628	который
words@via1992m	@via1992m	320.628	320.954	тебе
words@via1992m	@via1992m	320.954	321.28	так
words@via1992m	@via1992m	321.28	321.606	вот
words@via1992m	@via1992m	321.606	321.932	именно
words@via1992m	@via1992m	321.932	322.258	так
words@via1992m	@via1992m	322.258	322.584	я
words@via1992m	@via1992m	322.584	322.91	это...
words@via1992m	@via1992m	322.91	323.236	/
words@via1992m	@via1992m	323.236	323.562	запомни
words@via1992m	@via1992m	323.562	323.888	/
words@via1992m	@via1992m	323.888	324.214	что
words@via1992m	@via1992m	324.214	324.54	в
words@via1992m	@via1992m	324.54	324.866	этой
words@via1992m	@via1992m	324.866	325.192	книге
words@via1992m	@via1992m	325.192	325.518	имелось
words@via1992m	@via1992m	325.518	325.844	в
words@via1992m	@via1992m	325.844	326.17	виду
words@via1992m	@via1992m	326.17	326.496	именно
words@via1992m	@via1992m	326.496	326.822	это
words@via1992m	@via1992m	326.822	327.148	то
words@via1992m	@via1992m	327.148	327.474	есть
words@via1992m	@via1992m	327.474	327.8	она
words@via1992m	@via1992m	327.8	328.126	не...
words@via1992m	@via1992m	328.126	328.452	не
words@via1992m	@via1992m	328.452	328.778	закладывает
words@via1992m	@via1992m	328.778	329.11	э
words@via1992m	@via1992m	330.11	330.404	какое-то
words@via1992m	@via1992m	330.404	330.698	конкретное
words@via1992m	@via1992m	330.698	330.992	правильное
words@via1992m	@via1992m	330.992	331.286	/
words@via1992m	@via1992m	331.286	331.58	она
words@via1992m	@via1992m	331.58	331.874	говорит
words@via1992m	@via1992m	331.874	332.168	то
words@via1992m	@via1992m	332.168	332.462	как
words@via1992m	@via1992m	332.462	332.756	чувствует
words@via1992m	@via1992m	332.756	333.05	она
words@via1992m	@via1992m	333.05	333.344	и
words@via1992m	@via1992m	333.344	333.638	это
words@via1992m	@via1992m	333.638	333.932	тоже
words@via1992m	@via1992m	333.932	334.226	очень
words@via1992m	@via1992m	334.226	334.52	круто
words@via1992m	@via1992m	334.52	334.814	/
words@via1992m	@via1992m	334.814	335.11	/
words@ek1993m	@ek1993m	5.51	7.04	#смеется#
words@ek1993m	@ek1993m	16.99	17.24	ой
words@ek1993m	@ek1993m	17.24	17.49	да
words@ek1993m	@ek1993m	17.49	17.74	я
words@ek1993m	@ek1993m	17.74	17.99	помню
words@ek1993m	@ek1993m	21.225	21.473	она
words@ek1993m	@ek1993m	21.473	21.721	не
words@ek1993m	@ek1993m	21.721	21.969	была
words@ek1993m	@ek1993m	21.969	22.217	рядом
words@ek1993m	@ek1993m	22.217	22.465	в
words@ek1993m	@ek1993m	22.465	22.713	тот
words@ek1993m	@ek1993m	22.713	22.965	момент
words@ek1993m	@ek1993m	23.48	24.22	эээ...
words@ek1993m	@ek1993m	24.525	24.673	я
words@ek1993m	@ek1993m	24.673	24.821	просто
words@ek1993m	@ek1993m	24.821	24.969	х...
words@ek1993m	@ek1993m	24.969	25.117	/
words@ek1993m	@ek1993m	25.117	25.265	ну
words@ek1993m	@ek1993m	25.265	25.413	/
words@ek1993m	@ek1993m	25.413	25.565	/
words@ek1993m	@ek1993m	28.24	28.67	мне
words@ek1993m	@ek1993m	28.67	29.1	хотелось
words@ek1993m	@ek1993m	29.1	29.53	попробовать
words@ek1993m	@ek1993m	29.53	29.96	сделать
words@ek1993m	@ek1993m	29.96	30.39	собственный
words@ek1993m	@ek1993m	30.39	30.82	проект
words@ek1993m	@ek1993m	30.82	31.25	потому
words@ek1993m	@ek1993m	31.25	31.68	что
words@ek1993m	@ek1993m	31.68	32.11	я
words@ek1993m	@ek1993m	32.11	32.54	/
words@ek1993m	@ek1993m	32.54	32.97	эээм...
words@ek1993m	@ek1993m	34.18	34.419	у
words@ek1993m	@ek1993m	34.419	34.658	меня
words@ek1993m	@ek1993m	34.658	34.897	есть
words@ek1993m	@ek1993m	34.897	35.136	такая
words@ek1993m	@ek1993m	35.136	35.375	проблемка
words@ek1993m	@ek1993m	35.375	35.614	/
words@ek1993m	@ek1993m	35.614	35.853	мне
words@ek1993m	@ek1993m	35.853	36.092	очень
words@ek1993m	@ek1993m	36.092	36.331	тяжело
words@ek1993m	@ek1993m	36.331	36.57	вообще
words@ek1993m	@ek1993m	36.57	36.809	начинать
words@ek1993m	@ek1993m	36.809	37.048	дело
words@ek1993m	@ek1993m	37.048	37.29	какое-то
words@ek1993m	@ek1993m	38.07	38.356	ну
words@ek1993m	@ek1993m	38.356	38.642	то
words@ek1993m	@ek1993m	38.642	38.928	есть
words@ek1993m	@ek1993m	38.928	39.214	я
words@ek1993m	@ek1993m	39.214	39.5	вот
words@ek1993m	@ek1993m	39.5	39.786	/
words@ek1993m	@ek1993m	39.786	40.072	мне...
words@ek1993m	@ek1993m	40.072	40.358	э...
words@ek1993m	@ek1993m	40.358	40.644	у
words@ek1993m	@ek1993m	40.644	40.93	меня
words@ek1993m	@ek1993m	40.93	41.216	всегда
words@ek1993m	@ek1993m	41.216	41.502	/
words@ek1993m	@ek1993m	41.502	41.788	происходило
words@ek1993m	@ek1993m	41.788	42.074	так
words@ek1993m	@ek1993m	42.074	42.36	что
words@ek1993m	@ek1993m	42.36	42.646	/
words@ek1993m	@ek1993m	42.646	42.932	меня
words@ek1993m	@ek1993m	42.932	43.218	типо
words@ek1993m	@ek1993m	43.218	43.504	в
words@ek1993m	@ek1993m	43.504	43.79	движ
words@ek1993m	@ek1993m	43.79	44.076	какой-то
words@ek1993m	@ek1993m	44.076	44.362	звали
words@ek1993m	@ek1993m	44.362	44.648	и
words@ek1993m	@ek1993m	44.648	44.934	я
words@ek1993m	@ek1993m	44.934	45.22	в
words@ek1993m	@ek1993m	45.22	45.506	него
words@ek1993m	@ek1993m	45.506	45.81	вписывался
words@ek1993m	@ek1993m	50.185	50.675	мгм...
words@ek1993m	@ek1993m	53.28	53.651	ха
words@ek1993m	@ek1993m	53.651	54.022	ну
words@ek1993m	@ek1993m	54.022	54.393	обстоятельства
words@ek1993m	@ek1993m	54.393	54.764	так
words@ek1993m	@ek1993m	54.764	55.135	сложились
words@ek1993m	@ek1993m	55.135	55.506	что
words@ek1993m	@ek1993m	55.506	55.877	теперь
words@ek1993m	@ek1993m	55.877	56.248	да
words@ek1993m	@ek1993m	56.248	56.619	мне
words@ek1993m	@ek1993m	56.619	56.99	/
words@ek1993m	@ek1993m	56.99	57.361	быть
words@ek1993m	@ek1993m	57.361	57.732	безынициативным
words@ek1993m	@ek1993m	57.732	58.103	не
words@ek1993m	@ek1993m	58.103	58.48	получится
words@ek1993m	@ek1993m	60.92	61.223	да
words@ek1993m	@ek1993m	61.223	61.526	/
words@ek1993m	@ek1993m	61.526	61.83	да
words@ek1993m	@ek1993m	62.66	62.874	как-то
words@ek1993m	@ek1993m	62.874	63.088	поверил
words@ek1993m	@ek1993m	63.088	63.302	я
words@ek1993m	@ek1993m	63.302	63.516	/
words@ek1993m	@ek1993m	63.516	63.73	/
words@ek1993m	@ek1993m	64.76	65.027	и
words@ek1993m	@ek1993m	65.027	65.294	поверила
words@ek1993m	@ek1993m	65.294	65.561	Даша
words@ek1993m	@ek1993m	65.561	65.828	/
words@ek1993m	@ek1993m	65.828	66.095	/
words@ek1993m	@ek1993m	66.46	66.724	эээ
words@ek1993m	@ek1993m	66.724	66.988	как-то
words@ek1993m	@ek1993m	66.988	67.252	вместе
words@ek1993m	@ek1993m	67.252	67.516	мы
words@ek1993m	@ek1993m	67.516	67.78	в
words@ek1993m	@ek1993m	67.78	68.044	это
words@ek1993m	@ek1993m	68.044	68.31	поверили
words@ek1993m	@ek1993m	68.71	68.939	потому
words@ek1993m	@ek1993m	68.939	69.168	что
words@ek1993m	@ek1993m	69.168	69.397	я
words@ek1993m	@ek1993m	69.397	69.626	помню
words@ek1993m	@ek1993m	69.626	69.855	да
words@ek1993m	@ek1993m	69.855	70.084	/
words@ek1993m	@ek1993m	70.084	70.313	я
words@ek1993m	@ek1993m	70.313	70.542	шел
words@ek1993m	@ek1993m	70.542	70.771	от
words@ek1993m	@ek1993m	70.771	71.0	метро
words@ek1993m	@ek1993m	71.0	71.229	домой
words@ek1993m	@ek1993m	71.229	71.458	/
words@ek1993m	@ek1993m	71.458	71.687	и...
words@ek1993m	@ek1993m	71.687	71.916	/
words@ek1993m	@ek1993m	71.916	72.15	/
words@ek1993m	@ek1993m	75.53	75.95	вспомнил
words@ek1993m	@ek1993m	75.95	76.37	эээм...
words@ek1993m	@ek1993m	76.37	76.79	/
words@ek1993m	@ek1993m	76.79	77.21	/
words@ek1993m	@ek1993m	80.46	80.983	вспомнил
words@ek1993m	@ek1993m	80.983	81.506	как
words@ek1993m	@ek1993m	81.506	82.029	Даша
words@ek1993m	@ek1993m	82.029	82.552	мне
words@ek1993m	@ek1993m	82.552	83.075	э
words@ek1993m	@ek1993m	83.075	83.598	рассказывала
words@ek1993m	@ek1993m	83.598	84.121	про
words@ek1993m	@ek1993m	84.121	84.644	книгу
words@ek1993m	@ek1993m	84.644	85.167	/
words@ek1993m	@ek1993m	85.167	85.69	эээм...
words@ek1993m	@ek1993m	87.12	87.386	и
words@ek1993m	@ek1993m	87.386	87.652	как
words@ek1993m	@ek1993m	87.652	87.918	же
words@ek1993m	@ek1993m	87.918	88.184	удивительно
words@ek1993m	@ek1993m	88.184	88.45	что
words@ek1993m	@ek1993m	88.45	88.716	она
words@ek1993m	@ek1993m	88.716	88.982	рассказала
words@ek1993m	@ek1993m	88.982	89.248	мне
words@ek1993m	@ek1993m	89.248	89.514	про
words@ek1993m	@ek1993m	89.514	89.78	книгу
words@ek1993m	@ek1993m	89.78	90.046	и
words@ek1993m	@ek1993m	90.046	90.312	я
words@ek1993m	@ek1993m	90.312	90.578	ее
words@ek1993m	@ek1993m	90.578	90.85	прочитал
words@ek1993m	@ek1993m	91.64	91.859	вот
words@ek1993m	@ek1993m	91.859	92.078	/
words@ek1993m	@ek1993m	92.078	92.297	/
words@ek1993m	@ek1993m	92.297	92.516	то
words@ek1993m	@ek1993m	92.516	92.735	есть
words@ek1993m	@ek1993m	92.735	92.954	я
words@ek1993m	@ek1993m	92.954	93.173	просто
words@ek1993m	@ek1993m	93.173	93.392	вот
words@ek1993m	@ek1993m	93.392	93.611	знаешь
words@ek1993m	@ek1993m	93.611	93.83	/
words@ek1993m	@ek1993m	93.83	94.049	ну
words@ek1993m	@ek1993m	94.049	94.268	это
words@ek1993m	@ek1993m	94.268	94.487	были
words@ek1993m	@ek1993m	94.487	94.706	какие-то
words@ek1993m	@ek1993m	94.706	94.925	размышления
words@ek1993m	@ek1993m	94.925	95.144	просто
words@ek1993m	@ek1993m	95.144	95.363	по
words@ek1993m	@ek1993m	95.363	95.582	пути
words@ek1993m	@ek1993m	95.582	95.81	домой
words@ek1993m	@ek1993m	96.89	97.078	ну
words@ek1993m	@ek1993m	97.078	97.266	вс...
